path,bytes,kind,width,height
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-17/markdown.md,613,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-17/page-metadata.json,3639,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-18/img-33.jpeg,26045,image,423,458
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-18/img-34.jpeg,15232,image,295,342
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-18/img-35.jpeg,9960,image,258,185
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-18/img-36.jpeg,8908,image,258,201
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-18/markdown.md,306,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-18/page-metadata.json,2611,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-19/img-37.jpeg,10665,image,367,210
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-19/img-38.jpeg,5182,image,166,109
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-19/img-39.jpeg,19772,image,307,298
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-19/img-40.jpeg,18351,image,307,306
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-19/markdown.md,2042,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-19/page-metadata.json,5890,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-2/img-1.jpeg,29264,image,666,210
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-2/img-2.jpeg,9306,image,666,44
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-2/img-3.jpeg,28857,image,666,191
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-2/markdown.md,2582,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-2/page-metadata.json,8109,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-20/img-41.jpeg,46094,image,778,281
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-20/markdown.md,18249,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-20/page-metadata.json,3956,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-21/img-42.jpeg,104503,image,946,609
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-21/markdown.md,149,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-21/page-metadata.json,886,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-22/img-43.jpeg,109719,image,941,633
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-22/img-44.jpeg,8838,image,48,633
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-22/markdown.md,66,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-22/page-metadata.json,825,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-23/img-45.jpeg,102190,image,986,609
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-23/markdown.md,37,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-23/page-metadata.json,579,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-24/img-46.jpeg,58826,image,562,607
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-24/markdown.md,130,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-24/page-metadata.json,670,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-25/img-47.jpeg,32196,image,484,290
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-25/img-48.jpeg,28587,image,467,312
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-25/markdown.md,2519,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-25/page-metadata.json,6078,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-26/img-49.jpeg,49794,image,784,290
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-26/img-50.jpeg,41805,image,783,301
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-26/markdown.md,1630,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-26/page-metadata.json,5008,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-27/img-51.jpeg,39809,image,543,306
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-27/markdown.md,2234,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-27/page-metadata.json,17939,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-28/img-52.jpeg,71683,image,895,324
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-28/markdown.md,1221,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-28/page-metadata.json,1996,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-3/img-4.jpeg,79922,image,811,637
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-3/markdown.md,3929,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-3/page-metadata.json,4657,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-4/img-5.jpeg,10887,image,833,38
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-4/img-6.jpeg,72271,image,872,597
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-4/markdown.md,62,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-4/page-metadata.json,816,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-5/img-7.jpeg,4010,image,202,100
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-5/img-8.jpeg,27707,image,649,180
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-5/img-9.jpeg,28858,image,649,183
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-5/markdown.md,7907,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-5/page-metadata.json,17066,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-6/img-10.jpeg,27023,image,667,205
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-6/img-11.jpeg,10343,image,667,49
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-6/img-12.jpeg,26552,image,667,166
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-6/img-13.jpeg,2363,image,667,16
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-6/markdown.md,2455,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-6/page-metadata.json,8225,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-7/img-14.jpeg,9783,image,833,35
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-7/img-15.jpeg,80968,image,883,604
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-7/markdown.md,66,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-7/page-metadata.json,825,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-8/img-16.jpeg,58306,image,616,851
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-8/markdown.md,1457,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-8/page-metadata.json,2214,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-9/img-17.jpeg,22065,image,357,229
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-9/img-18.jpeg,16559,image,357,191
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-9/markdown.md,1288,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150604Z/Philips-VP415-Service-Manual-hires-300-part2of5-pages045-072.pdf/pages/page-9/page-metadata.json,3778,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/markdown.md,71277,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-1/img-0.jpeg,38942,image,777,542
